page,name_en,gi,line
79,1173 Raisins USA 2009,61,"1173 Raisins USA 2009 61±4 9 Normal, 10 50 79.9 Glucose, 2h Standard Capillary,"
79,"1174 Strawberries, fresh, raw Australia 2001",40,"1174 Strawberries, fresh, raw Australia 2001 40±7 6 Normal, 10 25 925 Glucose, 2h Standard Capillary,"
79,"1175 Sultanas (Value, UK) UK 2005",56,"1175 Sultanas (Value, UK) UK 2005 56±6 8 Normal, 10 50 72.0 Glucose, 2h Standard Capillary,"
79,1176 Sultanas Canada 2018*,51,"1176 Sultanas Canada 2018* 51±4 8 Normal, 10 50 67 Bread, 2h Standard Capillary,"
80,South Africa 2007,54,"South Africa 2007 54±3 8 Normal, 10 50 526.3 Glucose, 2h Standard Capillary,"
80,"1178 Mixed fruit, dried (Value, UK) UK 2005",60,"1178 Mixed fruit, dried (Value, UK) UK 2005 60±7 9 Normal, 10 50 73.6 Glucose, 2h Standard Capillary,"
80,Australia) Australia 2000,59,"Australia) Australia 2000 59±8 9 Normal, 10 50 238.1 Bread, 2h Standard Capillary,"
80,"Ltd, Berri, Australia) Australia 1998",39,"Ltd, Berri, Australia) Australia 1998 39±5 8 Normal, 10 50 NS Bread, 2h Standard Capillary,"
80,"1181 Apple juice, Granny Smith, unsweetened Australia 2003",44,"1181 Apple juice, Granny Smith, unsweetened Australia 2003 44±3 9 Normal, 10 50 442.5 Glucose, 2h Standard Capillary,"
80,"1182 Apple juice, green apple (100%) (Pfanner, Italy) Italy 2011",67,"1182 Apple juice, green apple (100%) (Pfanner, Italy) Italy 2011 67±7 13 Normal, 9 50 446 Glucose, 2h Standard Capillary,"
80,"Company, Wandin, VIC, Australia) Australia 2001",44,"Company, Wandin, VIC, Australia) Australia 2001 44±2 9 Normal, 10 50 438.6 Glucose, 2h Standard Capillary,"
80,"Fruit Company, Australia) Australia 2001",37,"Fruit Company, Australia) Australia 2001 37±3 7 Normal, 10 50 476.2 Glucose, 2h Standard Capillary,"
80,Australia) Australia 2003,45,"Australia) Australia 2003 45±4 9 Normal, 10 50 500.0 Glucose, 2h Standard Capillary,"
80,"Fruit Company, Australia) Australia 2001",43,"Fruit Company, Australia) Australia 2001 43±3 9 Normal, 10 50 378.8 Glucose, 2h Standard Capillary,"
80,"About Fruit Company, Australia) Australia 2002",47,"About Fruit Company, Australia) Australia 2002 47±5 9 Normal, 10 50 454.5 Glucose, 2h Standard Capillary,"
80,"Fruit Company, Australia) Australia 2004",47,"Fruit Company, Australia) Australia 2004 47±5 9 Normal, 10 50 384.6 Glucose, 2h Standard Capillary,"
80,"Wild About Fruit Company, Australia) Australia 2004",48,"Wild About Fruit Company, Australia) Australia 2004 48±5 10 Normal, 10 50 390.6 Glucose, 2h Standard Capillary,"
80,"1190 Carrot juice, freshly made Australia 2002",43,"1190 Carrot juice, freshly made Australia 2002 43±3 4 Normal, 9 25 342.5 Glucose, 2h Standard Capillary,"
81,"1191 Cranberry juice cocktail (Ocean Spray, Melbourne, Australia) Australia 2000",52,"1191 Cranberry juice cocktail (Ocean Spray, Melbourne, Australia) Australia 2000 52±3 10 Normal, 10 50 403 Glucose, 2h Standard Capillary,"
81,"Middleboro, MA, USA) USA 2000",68,"Middleboro, MA, USA) USA 2000 68±3 14 Normal, 10 50 357 Glucose, 2h Standard Capillary,"
81,"Bridgewater, Somerset, UK) UK 2000",56,"Bridgewater, Somerset, UK) UK 2000 56±4 11 Normal, 10 50 431 Glucose, 2h Standard Capillary,"
81,"1194 Grape juice, 100%, Daily C (W eichuan Shanghai, China) China 2019",63,"1194 Grape juice, 100%, Daily C (W eichuan Shanghai, China) China 2019 63±5 13 Normal, 10 50 365.9 Glucose, 2h Standard Capillary,"
81,"1195 Grape Nectar (Chateau Barossa, Lyndoch, SA, Australia) Australia 2003",52,"1195 Grape Nectar (Chateau Barossa, Lyndoch, SA, Australia) Australia 2003 52±5 10 Normal, 9 50 63.9 Glucose, 2h Standard Capillary,"
81,1196 Orange juice New Zealand 2019,41,"1196 Orange juice New Zealand 2019 41±3 8 Normal, 10 50 563.6 Glucose, 2h Standard Capillary,"
81,2007,48,"2007 48±4 10 Normal, 10 50 NS Bread, 2h Standard Capillary,"
81,"Juicy brand (Berri Ltd, Australia) Australia 2007",54,"Juicy brand (Berri Ltd, Australia) Australia 2007 54±5 11 Normal, 10 50 588.2 Glucose, 2h Standard Capillary,"
81,"1199 POM Pomegranate juice (POM Wonderful LLC, USA) USA 2009",53,"1199 POM Pomegranate juice (POM Wonderful LLC, USA) USA 2009 53±3 11 Normal, 9 50 313.2 Glucose, 2h Standard Capillary,"
81,"1200 Prune juice (Golden Circle, Australia) Australia 2004",43,"1200 Prune juice (Golden Circle, Australia) Australia 2004 43±3 9 Normal, 9 50 362.3 Glucose, 2h Standard Capillary,"
81,2007,23,"2007 23±6 2 Normal, 10 50 NS Bread, 2h Standard Capillary,"
81,"1202 Tomato juice, canned, no added sugar (Berri Ltd, Aust ralia) Australia 2002",38,"1202 Tomato juice, canned, no added sugar (Berri Ltd, Aust ralia) Australia 2002 38±4 4 Normal, 10 25 892.9 Glucose, 2h Standard Capillary,"
81,blended using an automatic juicer to form a juice Malaysia 2017*,51,"blended using an automatic juicer to form a juice Malaysia 2017* 51±1 10 Normal, 14 25 236 Glucose, 2h Standard Capillary,"
82,Australia 2006,47,"Australia 2006 47±3 9 Normal, 10 50 492.0 Glucose, 2h Standard Capillary,"
82,and guava puree Australia 2006,47,"and guava puree Australia 2006 47±3 9 Normal, 10 50 500.9 Glucose, 2h Standard Capillary,"
82,and banana puree Australia 2006,39,"and banana puree Australia 2006 39±3 8 Normal, 10 50 442.2 Glucose, 2h Standard Capillary,"
82,2007,43,"2007 43±6 6 Normal, 10 50 122.0 Glucose, 2h Standard Capillary,"
82,Australia) Australia 2004,50,"Australia) Australia 2004 50±6 8 Normal, 9 50 80.6 Glucose, 2h Standard Capillary,"
82,"Hills, Australia) Australia 1997",55,"Hills, Australia) Australia 1997 55±7 8 Normal, 10 50 NS Bread, 2h Standard Capillary,"
82,"Fruit Apricot spread (Loblaw Brands Limited, Canada) Canada 2007",56,"Fruit Apricot spread (Loblaw Brands Limited, Canada) Canada 2007 56±8 8 Normal, 10 50 125.0 Bread, 2h Standard Capillary,"
82,"Apricot, St Dalfour, Italy) Italy 2010",63,"Apricot, St Dalfour, Italy) Italy 2010 63±6 9 Normal, 10 25 50 Glucose, 2h Standard Capillary,"
82,"albicocca, Rigoni di Asiago, Italy) Italy 2010",63,"albicocca, Rigoni di Asiago, Italy) Italy 2010 63±9 9 Normal, 10 25 65 Glucose, 2h Standard Capillary,"
82,Italy) Italy 2010,69,"Italy) Italy 2010 69±6 10 Normal, 10 25 43 Glucose, 2h Standard Capillary,"
82,"Asiago, Italy) Italy 2009",44,"Asiago, Italy) Italy 2009 44±4 7 Normal, 10 25 100 Glucose, 2h Standard Capillary,"
82,"Schweppes, Australia) Australia 2004",46,"Schweppes, Australia) Australia 2004 46±5 7 Normal, 9 50 101.6 Glucose, 2h Standard Capillary,"
82,"Wild Blueberry, St. Dalfour, Italy) Italy 2010",74,"Wild Blueberry, St. Dalfour, Italy) Italy 2010 74±5 11 Normal, 10 25 48 Glucose, 2h Standard Capillary,"
82,"selvatici, Bonne Maman, Italy) Italy 2010",63,"selvatici, Bonne Maman, Italy) Italy 2010 63±3 9 Normal, 10 25 44 Glucose, 2h Standard Capillary,"
82,Italy 2010,51,"Italy 2010 51±9 8 Normal, 10 25 64 Glucose, 2h Standard Capillary,"
83,Australia 2006,29,"Australia 2006 29±4 4 Normal, 10 50 79.4 Glucose, 2h Standard Capillary,"
83,"1220 Ginger Spread, sucrose-free (Buderim Ginger, Australia) Australia 2006",10,"1220 Ginger Spread, sucrose-free (Buderim Ginger, Australia) Australia 2006 10±2 2 Normal, 10 50 83.2 Glucose, 2h Standard Capillary,"
83,"1221 Ginger marmalade, Original (Buderim Ginger, Australia) Australia 2006",50,"1221 Ginger marmalade, Original (Buderim Ginger, Australia) Australia 2006 50±7 8 Normal, 10 50 67.2 Glucose, 2h Standard Capillary,"
83,"Orange Spread, Thick Cut St Dalfour, Italy) Italy 2010",68,"Orange Spread, Thick Cut St Dalfour, Italy) Italy 2010 68±6 10 Normal, 10 25 53 Glucose, 2h Standard Capillary,"
83,Italy 2010,51,"Italy 2010 51±8 8 Normal, 10 25 52 Glucose, 2h Standard Capillary,"
83,"Bonne Maman, Italy) Italy 2010",55,"Bonne Maman, Italy) Italy 2010 55±6 8 Normal, 10 25 42 Glucose, 2h Standard Capillary,"
83,"sugar (Freedom Foods, Australia) Australia 2006",27,"sugar (Freedom Foods, Australia) Australia 2006 27±3 4 Normal, 9 50 111.1 Glucose, 2h Standard Capillary,"
83,1226 Orange marmalade Australia 1997,48,"1226 Orange marmalade Australia 1997 48±9 7 Normal, 9 50 NS Bread, 2h Standard Capillary,"
83,Australia 2004,55,"Australia 2004 55±4 8 Normal, 9 50 73.4 Glucose, 2h Standard Capillary,"
83,"Rigoni di Asiago, Italy) Italy 2009",47,"Rigoni di Asiago, Italy) Italy 2009 47±4 7 Normal, 10 25 100 Glucose, 2h Standard Capillary,"
83,"Foods, Australia) Australia 2006",26,"Foods, Australia) Australia 2006 26±4 4 Normal, 10 50 108.7 Glucose, 2h Standard Capillary,"
83,Australia 2004,46,"Australia 2004 46±5 7 Normal, 9 50 73.6 Glucose, 2h Standard Capillary,"
83,1231 Strawberry jam Australia 1998,51,"1231 Strawberry jam Australia 1998 51±10 8 Normal, 9 50 NS Bread, 2h Standard Capillary,"
83,"Foods, Australia) Australia 2006",29,"Foods, Australia) Australia 2006 29±4 4 Normal, 10 50 110.4 Glucose, 2h Standard Capillary,"
83,Australia 2004,46,"Australia 2004 46±5 7 Normal, 9 50 82.0 Glucose, 2h Standard Capillary,"
83,Canada 2007,69,"Canada 2007 69±12 10 Normal, 10 50 150.0 Bread, 2h Standard Capillary,"
84,"1235 Breast milk, human, unpasteurized Australia 2011",38,"1235 Breast milk, human, unpasteurized Australia 2011 38±7 4 Normal, 10"
84,"Baulkham Hills, NSW, Australia) Australia 2001",55,"Baulkham Hills, NSW, Australia) Australia 2001 55±6 6 Normal, 11"
84,Australia 2010,30,"Australia 2010 30±3 3 Normal, 10"
84,Australia 2010,67,"Australia 2010 67±6 7 Normal, 10"
84,"(Nutricia, Auckland, New Zealand) New Zealand 2001",35,"(Nutricia, Auckland, New Zealand) New Zealand 2001 35±5 4 Normal, 10"
84,Australia 2010,60,"Australia 2010 60±5 6 Normal, 10"
84,"1241 Nan-1™ infant formula with iron (Nestlé, Australia) Australia 2001",30,"1241 Nan-1™ infant formula with iron (Nestlé, Australia) Australia 2001 30±6 3 Normal, 9"
84,Australia 2010,57,"Australia 2010 57±7 6 Normal, 10"
84,Australia 2010,38,"Australia 2010 38±5 4 Normal, 10"
84,Australia 2010,52,"Australia 2010 52±6 5 Normal, 10"
84,"1245 S-26™ infant formula (Wyeth Nutritionals, Australia) Australia 2001",36,"1245 S-26™ infant formula (Wyeth Nutritionals, Australia) Australia 2001 36±6 4 Normal, 10"
84,(Wyeth Australia Pty Ltd) (42.5 g powder + 300 g water) Australia 2010,19,"(Wyeth Australia Pty Ltd) (42.5 g powder + 300 g water) Australia 2010 19±3 2 Normal, 10"
84,Australia 2010,26,"Australia 2010 26±4 3 Normal, 10"
85,(Wyeth Australia Pty Ltd) (44.0 g powder + 303.2 g water) Australia 2010,34,"(Wyeth Australia Pty Ltd) (44.0 g powder + 303.2 g water) Australia 2010 34±7 3 Normal, 10"
85,Australia 2010,37,"Australia 2010 37±4 4 Normal, 10"
85,Australia 2010,23,"Australia 2010 23±6 2 Normal, 10"
85,Australia 2010,18,"Australia 2010 18±3 2 Normal, 10"
85,"1252 Growing up beverage powder, product 1 Malaysia 2011",66,"1252 Growing up beverage powder, product 1 Malaysia 2011 66±6 7 Normal, 11"
85,"1253 Growing up beverage powder, product 2 Indonesia 2011",55,"1253 Growing up beverage powder, product 2 Indonesia 2011 55±5 6 Normal, 11"
85,"1254 Growing up beverage powder, product 3 Malaysia 2011",23,"1254 Growing up beverage powder, product 3 Malaysia 2011 23±4 2 Normal, 11"
85,"1255 Growing up beverage powder, product 4 Indonesia 2011",51,"1255 Growing up beverage powder, product 4 Indonesia 2011 51±3 5 Normal, 11"
85,"1256 Growing up beverage powder, product 5 Malaysia 2011",54,"1256 Growing up beverage powder, product 5 Malaysia 2011 54±5 5 Normal, 11"
85,"1257 Growing up beverage powder, product 6 Indonesia 2011",43,"1257 Growing up beverage powder, product 6 Indonesia 2011 43±3 4 Normal, 11"
85,"1258 Growing up beverage powder, product 7 Malaysia 2011",68,"1258 Growing up beverage powder, product 7 Malaysia 2011 68±6 7 Normal, 11"
85,"4 months (Nutricia, Wells, UK) UK 2001",56,"4 months (Nutricia, Wells, UK) UK 2001 56±8 6 Normal, 11"
85,Republic 2005,46,"Republic 2005 46±5 5 Normal, 20"
85,Australia 2010,29,"Australia 2010 29±4 3 Normal, 10"
85,"ages 4 – 6 months, commercial Australia 2010",44,"ages 4 – 6 months, commercial Australia 2010 44±4 4 Normal, 10"
86,"Baby from 4 months (Heinz Wattie's Ltd, Australia) Australia 2001",67,"Baby from 4 months (Heinz Wattie's Ltd, Australia) Australia 2001 67±11 7 Normal, 10"
86,"(Nutricia, Wells, UK) UK 2001",59,"(Nutricia, Wells, UK) UK 2001 59±8 6 Normal, 11"
86,Australia 2010,38,"Australia 2010 38±3 4 Normal, 10"
86,mL water Australia 2010,65,"mL water Australia 2010 65±7 7 Normal, 10"
86,Australia 2010,36,"Australia 2010 36±4 4 Normal, 10"
86,Australia 2010,52,"Australia 2010 52±4 5 Normal, 10"
86,prepared with 239 mL water Australia 2010,74,"prepared with 239 mL water Australia 2010 74±7 7 Normal, 10"
86,"Ltd., Malvern, Australia) Australia 2001",95,"Ltd., Malvern, Australia) Australia 2001 95±13 10 Normal, 11"
86,mL water Australia 2010,74,"mL water Australia 2010 74±8 7 Normal, 10"
86,UK 2001,59,"UK 2001 59±6 6 Normal, 11"
86,"Wattie's Ltd, Australia) Australia 2001",65,"Wattie's Ltd, Australia) Australia 2001 65±13 7 Normal, 11"
86,consistency Australia 2010,61,"consistency Australia 2010 61±3 6 Normal, 10"
86,Australia 2010,54,"Australia 2010 54±7 5 Normal, 10"
86,Australia 2010,46,"Australia 2010 46±4 5 Normal, 10"
86,Australia 2010,43,"Australia 2010 43±5 4 Normal, 10"
87,"1278 Baked Beans in Cheesy Tomato sauce (HJ Heinz, Australi a) Australia 2006",44,"1278 Baked Beans in Cheesy Tomato sauce (HJ Heinz, Australi a) Australia 2006 44±4 7 Normal, 9 50 318.5 Glucose, 2h Standard Capillary,"
87,"1279 Baked Beans in Barbecue sauce (HJ Heinz, Australia) Australia 2006",47,"1279 Baked Beans in Barbecue sauce (HJ Heinz, Australia) Australia 2006 47±4 7 Normal, 9 50 274.7 Glucose, 2h Standard Capillary,"
87,"1280 Baked Beans in Ham sauce (HJ Heinz, Australia) Australia 2006",53,"1280 Baked Beans in Ham sauce (HJ Heinz, Australia) Australia 2006 53±4 8 Normal, 10 50 299.4 Glucose, 2h Standard Capillary,"
87,"1281 Baked Beans in Sweet Chilli sauce (HJ Heinz, Australia ) Australia 2006",46,"1281 Baked Beans in Sweet Chilli sauce (HJ Heinz, Australia ) Australia 2006 46±3 7 Normal, 10 50 292.4 Glucose, 2h Standard Capillary,"
87,"1282 Baked Beans in Tomato sauce (HJ Heinz, Australia) Australia 2006",40,"1282 Baked Beans in Tomato sauce (HJ Heinz, Australia) Australia 2006 40±5 6 Normal, 10 50 381.7 Glucose, 2h Standard Capillary,"
87,Australia 2003,57,"Australia 2003 57±7 9 Normal, 10 50 322.6 Glucose, 2h Standard Capillary,"
87,Australia) Australia 2018,35,"Australia) Australia 2018 35±3 5 Normal, 12 25 131.6 Glucose, 2h Standard Capillary,"
87,"Edgell's™ brand (Simplot Australia, Australia) Australia 2003",38,"Edgell's™ brand (Simplot Australia, Australia) Australia 2003 38±3 6 Normal, 10 25 168.9 Glucose, 2h Standard Capillary,"
87,"1286 Chickpeas, dried, roasted (‘chicknuts’) Crete 2006",39,"1286 Chickpeas, dried, roasted (‘chicknuts’) Crete 2006 39±4 6 Normal, 10 50 82.0 Glucose, 2h Standard Capillary,"
87,"Chilled Foods Pty Ltd, ACT, Australia) Australia 2007",22,"Chilled Foods Pty Ltd, ACT, Australia) Australia 2007 22±5 3 Normal, 11 25 140.4 Glucose, 2h Standard Capillary,"
87,USA 2016,15,"USA 2016 15±3 2 Normal, 10 25 259 Bread, 2h Standard Capillary,"
87,"brand (Simplot Australia, Australia) Australia 2003",43,"brand (Simplot Australia, Australia) Australia 2003 43±5 6 Normal, 10 25 148.9 Glucose, 2h Standard Capillary,"
87,"(Simplot Australia, Australia) Australia 2003",36,"(Simplot Australia, Australia) Australia 2003 36±4 5 Normal, 10 25 165.6 Glucose, 2h Standard Capillary,"
88,Canada 2017*,10,"Canada 2017* 10±3 2 Normal, 10 25 170.1 Bread, 2h Standard Capillary,"
88,Canada 2017*,23,"Canada 2017* 23±5 3 Normal, 10 25 192.3 Bread, 2h Standard Capillary,"
88,Canada 2017*,14,"Canada 2017* 14±3 2 Normal, 10 25 158.2 Bread, 2h Standard Capillary,"
88,Canada 2017*,17,"Canada 2017* 17±4 3 Normal, 10 25 153.4 Bread, 2h Standard Capillary,"
88,Canada 2017*,15,"Canada 2017* 15±5 2 Normal, 10 25 206.6 Bread, 2h Standard Capillary,"
88,Canada 2017*,13,"Canada 2017* 13±2 2 Normal, 10 25 200 Bread, 2h Standard Capillary,"
88,Canada 2017*,18,"Canada 2017* 18±3 3 Normal, 10 25 204.9 Bread, 2h Standard Capillary,"
88,Canada 2017*,18,"Canada 2017* 18±3 3 Normal, 10 25 188 Bread, 2h Standard Capillary,"
88,"Australia, Australia) Australia 2008",42,"Australia, Australia) Australia 2008 42±5 6 Normal, 10 25 182.5 Glucose, 2h Standard Capillary,"
89,"1300 Mung bean, fried Australia 1998",53,"1300 Mung bean, fried Australia 1998 53±8 8 Normal, 10 50 NS Bread, 2h Standard Capillary,"
89,"1301 Mung bean, germinated Australia 1998",25,"1301 Mung bean, germinated Australia 1998 25±4 4 Normal, 10 50 NS Bread, 2h Standard Capillary,"
89,"1302 Mung bean, pressure cooked Australia 1998",42,"1302 Mung bean, pressure cooked Australia 1998 42±5 6 Normal, 10 50 NS Bread, 2h Standard Capillary,"
89,"Ltd, Australia) Australia 2007",63,"Ltd, Australia) Australia 2007 63±9 9 Normal, 10 25 423.7 Glucose, 2h Standard Capillary,"
89,"Australia, Cheltenham, Australia) Australia 2003",36,"Australia, Cheltenham, Australia) Australia 2003 36±3 5 Normal, 10 25 163.4 Glucose, 2h Standard Capillary,"
89,"Australia, Cheltenham, Australia) Australia 2003",31,"Australia, Cheltenham, Australia) Australia 2003 31±5 5 Normal, 10 25 178.6 Glucose, 2h Standard Capillary,"
89,"Australia, Australia) Australia 2003",37,"Australia, Australia) Australia 2003 37±5 6 Normal, 10 25 154.3 Glucose, 2h Standard Capillary,"
89,Australia 2016,29,"Australia 2016 29±3 4 Normal, 10 25 50.7 Glucose, 2h Standard Capillary,"
89,Australia 2017,36,"Australia 2017 36±4 5 Normal, 10 25 53.1 Glucose, 2h Standard Capillary,"
89,"Ltd, Australia), heated in microwave for 1.5 min Australia 2006",38,"Ltd, Australia), heated in microwave for 1.5 min Australia 2006 38±3 6 Normal, 10 50 285.7 Glucose, 2h Standard Capillary,"
89,"Pleasanton, CA, USA) USA 2006",29,"Pleasanton, CA, USA) USA 2006 29±4 6 Normal, 9 50 129.2 Glucose, 2h Standard Capillary,"
89,"1311 Hazelnut & Apricot bar (Dietworks, South Yarra, Australia) Australia 1999",42,"1311 Hazelnut & Apricot bar (Dietworks, South Yarra, Australia) Australia 1999 42±7 8 Normal, 10 50 105.0 Bread, 2h Standard Capillary,"
89,"City, UT, USA) USA 2000",45,"City, UT, USA) USA 2000 45±4 9 Normal, 10 50 85.7 Glucose, 2h Standard Capillary,"
90,"Salt Lake City, UT, USA) USA 2000",30,"Salt Lake City, UT, USA) USA 2000 30±4 6 Normal, 10 50 250 Glucose, 2h Standard Capillary,"
90,"Inc., Salt Lake City, UT, USA) USA 2000",32,"Inc., Salt Lake City, UT, USA) USA 2000 32±4 6 Normal, 10 50 107.9 Glucose, 2h Standard Capillary,"
90,"1315 Lemon weight management bar (Shaklee Corporation, USA) USA 2006",23,"1315 Lemon weight management bar (Shaklee Corporation, USA) USA 2006 23±4 5 Normal, 10 50 129.2 Glucose, 2h Standard Capillary,"
90,"Science, Australia) Australia 2013",25,"Science, Australia) Australia 2013 25±2 5 Normal, 10 50 144.1 Glucose, 2h Standard Capillary,"
90,"Science, Australia) Australia 2013",29,"Science, Australia) Australia 2013 29±4 6 Normal, 10 50 147.1 Glucose, 2h Standard Capillary,"
90,"Science, Australia) Australia 2018",30,"Science, Australia) Australia 2018 30±3 6 Normal, 10 25 88.3 Glucose, 2h Standard Capillary,"
90,Australia) Australia 2013,20,"Australia) Australia 2013 20±2 4 Normal, 10 25 124.4 Glucose, 2h Standard Capillary,"
90,Australia) Australia 2013,27,"Australia) Australia 2013 27±4 5 Normal, 10 50 135.3 Glucose, 2h Standard Capillary,"
90,"Science, Australia) Australia 2013",27,"Science, Australia) Australia 2013 27±4 5 Normal, 10 50 135.3 Glucose, 2h Standard Capillary,"
90,USA) USA 2006,22,"USA) USA 2006 22±4 4 Normal, 10 50 129.2 Glucose, 2h Standard Capillary,"
90,"Tianyi Cuisine Nutritional Food, China) China 2019",43,"Tianyi Cuisine Nutritional Food, China) China 2019 43±4 9 Normal, 12 25 68.2 Glucose, 2h Standard Capillary,"
90,"(SlimFast Foods Ltd, Slough, Berks, UK) UK 2003",54,"(SlimFast Foods Ltd, Slough, Berks, UK) UK 2003 54±3 11 Normal, 10 50 75.6 Glucose, 2h Standard Capillary,"
90,"Foods Ltd, UK) UK 2003",27,"Foods Ltd, UK) UK 2003 27±3 5 Normal, 10 50 108.2 Glucose, 2h Standard Capillary,"
90,"Ltd, UK) UK 2003",49,"Ltd, UK) UK 2003 49±6 10 Normal, 10 50 77.5 Glucose, 2h Standard Capillary,"
90,2007,39,"2007 39±4 8 Normal, 10 50 146.2 Glucose, 2h Standard Capillary,"
